-0.547169	ss	5909.4400
-0.547169	ss	887.4510
-0.547169	ss	204.7490
-0.547169	ss	59.8376
-0.547169	ss	19.9981
-0.547169	ss	7.1927
-0.547169	ss	2.6860
-0.547169	ss	0.7000
-0.547169	ss	0.2133
-0.547169	px	26.7860
-0.547169	py	26.7860
-0.547169	pz	26.7860
-0.547169	px	5.9564
-0.547169	py	5.9564
-0.547169	pz	5.9564
-0.547169	px	1.7074
-0.547169	py	1.7074
-0.547169	pz	1.7074
-0.547169	px	0.5314
-0.547169	py	0.5314
-0.547169	pz	0.5314
-0.547169	px	0.1654
-0.547169	py	0.1654
-0.547169	pz	0.1654
-0.547169	px	0.7000
-0.547169	py	0.7000
-0.547169	pz	0.7000
-0.547169	xx	0.8000
-0.547169	yy	0.8000
-0.547169	zz	0.8000
-0.547169	xy	0.8000
-0.547169	xz	0.8000
-0.547169	yz	0.8000
0.547169	ss	5909.4400
0.547169	ss	887.4510
0.547169	ss	204.7490
0.547169	ss	59.8376
0.547169	ss	19.9981
0.547169	ss	7.1927
0.547169	ss	2.6860
0.547169	ss	0.7000
0.547169	ss	0.2133
0.547169	px	26.7860
0.547169	py	26.7860
0.547169	pz	26.7860
0.547169	px	5.9564
0.547169	py	5.9564
0.547169	pz	5.9564
0.547169	px	1.7074
0.547169	py	1.7074
0.547169	pz	1.7074
0.547169	px	0.5314
0.547169	py	0.5314
0.547169	pz	0.5314
0.547169	px	0.1654
0.547169	py	0.1654
0.547169	pz	0.1654
0.547169	px	0.7000
0.547169	py	0.7000
0.547169	pz	0.7000
0.547169	xx	0.8000
0.547169	yy	0.8000
0.547169	zz	0.8000
0.547169	xy	0.8000
0.547169	xz	0.8000
0.547169	yz	0.8000
-0.547169	px	3.0000
-0.547169	py	3.0000
-0.547169	pz	3.0000
-0.547169	px	0.2500
-0.547169	py	0.2500
-0.547169	pz	0.2500
-0.547169	xx	0.4000
-0.547169	yy	0.4000
-0.547169	zz	0.4000
-0.547169	xy	0.4000
-0.547169	xz	0.4000
-0.547169	yz	0.4000
0.547169	px	3.0000
0.547169	py	3.0000
0.547169	pz	3.0000
0.547169	px	0.2500
0.547169	py	0.2500
0.547169	pz	0.2500
0.547169	xx	0.4000
0.547169	yy	0.4000
0.547169	zz	0.4000
0.547169	xy	0.4000
0.547169	xz	0.4000
0.547169	yz	0.4000
0.000000	xx	0.2000
0.000000	yy	0.2000
0.000000	zz	0.2000
0.000000	xy	0.2000
0.000000	xz	0.2000
0.000000	yz	0.2000
0.000000	xx	0.1000
0.000000	yy	0.1000
0.000000	zz	0.1000
0.000000	xy	0.1000
0.000000	xz	0.1000
0.000000	yz	0.1000
