2.160224445E+01  1.193054095E+01  4.653176474E+00  1.917110662E+00  8.511547059E-01  3.965887874E-01  1.896688459E-01  6.921628577E-02  2.839104662E-02  8.655274500E-15  -3.884047913E-14  6.867113987E-05  -2.444341595E-14  -1.856021112E-14  1.057872864E-05  -2.538049396E-14  3.323293173E-16  2.222808435E-06  -1.753801021E-14  2.399119630E-15  5.169879059E-07  -7.217305944E-15  1.240513493E-14  1.202137965E-07  -2.061538106E-14  -7.490656599E-16  7.295304015E-07  2.065400316E-05  2.065400314E-05  2.065435177E-05  -1.259141789E-14  5.295968205E-15  5.967639434E-15  -1.350566781E-14  -4.465313797E-14  -6.236541754E-14  -6.369423471E-14  -1.018051311E-13  -5.880554042E-14  1.956798232E-06  3.469366748E-03  1.140336623E-02  -2.108148197E-14  -2.745143620E-14  -1.002685089E-13  -1.831517908E-14  -2.603866299E-14  -1.790170054E-13  -2.951094250E-14  -1.590223085E-14  -4.930631991E-04  -1.808453016E-14  -8.033377863E-15  -1.749195955E-02  -1.084561182E-14  1.205167603E-14  -1.945318408E-02  -1.750140808E-14  -9.760490745E-15  -1.200403010E-02  6.750926670E-07  6.750926375E-07  3.421287254E-02  2.610828082E-14  2.032229327E-14  9.330170111E-15  -2.212861640E-14  -1.303231583E-14  4.494151621E-06  -1.131812623E-14  1.430457971E-14  2.014512629E-07  6.141506966E-06  6.141506928E-06  6.141610511E-06  -1.132653954E-14  -1.125030615E-14  1.558428320E-15  -2.289077999E-14  -1.866575616E-14  -3.979293032E-06  -1.252939403E-14  5.623689403E-15  -2.270461079E-02  1.110205609E-06  1.110205533E-06  5.626782868E-02  2.530588258E-14  1.564968130E-14  7.120243628E-15  1.474511753E-06  1.474511684E-06  1.868449687E-02  2.388442056E-14  -3.679697817E-15  -4.106599086E-15  4.878609468E-07  4.878609065E-07  6.182078146E-03  1.509554683E-14  -7.122317597E-15  -4.527579791E-15
1.193054095E+01  2.136596825E+01  1.463072885E+01  7.180515059E+00  3.363425580E+00  1.595293944E+00  7.677958473E-01  2.809795539E-01  1.153311089E-01  -1.664360842E-14  -4.785184515E-14  1.767112451E-03  2.243359334E-15  -3.314603745E-14  2.857957107E-04  1.196255698E-14  -1.724098912E-15  6.066035854E-05  1.022750422E-14  -7.411935654E-16  1.414800965E-05  2.670943300E-15  1.206111060E-14  3.292562183E-06  1.152712826E-14  -1.947751963E-15  1.995654985E-05  5.515805065E-04  5.515805063E-04  5.516437092E-04  4.238636563E-15  5.330079932E-15  3.578473327E-15  -4.370585823E-15  -1.030852260E-13  -1.769711597E-13  -2.536943116E-13  -3.365743844E-13  -2.046246572E-13  8.157412639E-06  1.411299242E-02  4.633312784E-02  9.969322536E-15  -2.494018134E-14  -4.749123247E-13  1.199791436E-14  -3.955076427E-14  -1.356291471E-12  3.713555933E-15  -1.604603648E-14  -2.019522359E-03  1.790144370E-15  -1.212751864E-14  -7.107416918E-02  7.564756389E-15  1.595120970E-14  -7.902572606E-02  7.800965102E-16  -1.478688291E-14  -4.879799351E-02  1.807760641E-05  1.807760639E-05  1.390413249E-01  -1.263288324E-15  8.934957921E-15  5.236592281E-15  1.570905417E-14  -1.622991482E-14  1.222686516E-04  4.212609059E-15  7.286234314E-15  5.516790873E-06  1.641682789E-04  1.641682788E-04  1.641870983E-04  1.105543511E-14  -4.404658075E-15  2.398859033E-15  1.934236582E-15  -2.247099177E-14  -1.665402372E-05  6.714559334E-15  4.237742859E-15  -9.223001998E-02  2.969784977E-05  2.969784963E-05  2.285187662E-01  2.700312073E-15  1.107388388E-14  9.175555055E-15  3.943587340E-05  3.943587325E-05  7.590597586E-02  3.226009377E-14  5.584245372E-15  2.138809150E-15  1.305038717E-05  1.305038707E-05  2.512209700E-02  3.464125793E-14  2.276122800E-15  3.114945363E-15
4.653176474E+00  1.463072885E+01  2.067470139E+01  1.552817275E+01  8.644505950E+00  4.369763341E+00  2.153200405E+00  7.963490523E-01  3.277240117E-01  -3.480038083E-14  -2.653794123E-14  1.790086485E-02  7.056276151E-15  -1.410994063E-14  3.453324926E-03  1.836015141E-14  -6.892540432E-15  7.618316634E-04  2.088930574E-14  2.042853602E-15  1.796248837E-04  3.365324518E-15  9.207070552E-15  4.194498249E-05  2.081627842E-14  -6.557889832E-16  2.529754077E-04  6.580710006E-03  6.580710006E-03  6.584106385E-03  1.660383119E-14  7.514621459E-15  1.237881357E-14  -9.004123813E-15  -1.526981962E-13  -2.885870412E-13  -5.036126367E-13  -6.251916432E-13  -3.710476274E-13  2.555093948E-05  4.031645790E-02  1.317688020E-01  1.757329805E-14  -1.911399531E-14  -1.058149359E-12  3.008565810E-15  -2.826137999E-14  -3.444835877E-10  5.506309678E-15  -1.657253331E-14  -5.920188515E-03  6.901702035E-15  -8.486108007E-15  -2.021578948E-01  1.264898623E-14  1.100427926E-14  -2.245843127E-01  5.988472407E-15  -1.279537382E-14  -1.390421663E-01  2.179197002E-04  2.179197002E-04  3.957571231E-01  6.328936939E-15  -4.856936396E-15  -2.312499592E-15  1.416554968E-14  -1.373823528E-14  1.517477336E-03  9.273338563E-15  7.141867390E-15  7.022492626E-05  1.965690034E-03  1.965690033E-03  1.966706600E-03  2.506166284E-14  4.506564507E-15  1.072421413E-14  2.545189467E-15  -1.972513003E-14  -5.292676790E-05  1.715325836E-14  4.865712795E-15  -2.620658462E-01  3.565589832E-04  3.565589830E-04  6.487744990E-01  1.949010465E-14  -2.078221474E-15  -1.936182923E-15  4.731442665E-04  4.731442662E-04  2.157463023E-01  3.226332645E-14  7.401338971E-15  1.853183971E-15  1.566941927E-04  1.566941925E-04  7.148320697E-02  3.467257264E-14  1.531292432E-14  2.966920943E-16
1.917110662E+00  7.180515059E+00  1.552817275E+01  1.929059915E+01  1.501918502E+01  8.909183238E+00  4.689636943E+00  1.789144952E+00  7.420641228E-01  -2.923993072E-14  -1.576798408E-14  8.107042462E-02  3.050295613E-15  -8.072003687E-15  2.441411827E-02  9.481393037E-15  -9.530671779E-15  6.038017079E-03  1.909122044E-14  3.346864246E-15  1.472082879E-03  5.360419733E-15  6.514668562E-15  3.474105745E-04  1.690561620E-14  1.770567994E-15  2.063186269E-03  4.825691584E-02  4.825691584E-02  4.834570474E-02  1.484362156E-14  -2.511085638E-15  1.528127624E-14  2.732413367E-14  -1.277053049E-13  -3.594813988E-13  -5.469196815E-13  -5.910518584E-13  -3.152014185E-13  7.684940271E-05  9.275919438E-02  2.991225274E-01  2.093742942E-15  -1.512026740E-14  -1.460561301E-12  -1.074667260E-14  -2.550476957E-14  -5.306963697E-09  3.181688041E-16  -1.468108204E-14  -1.469278916E-02  9.861054847E-15  -7.215980488E-15  -4.590964302E-01  2.114594523E-14  3.407404809E-15  -5.087025977E-01  5.778826582E-15  -1.061727583E-14  -3.174304167E-01  1.649240831E-03  1.649240831E-03  9.006008559E-01  1.476651722E-14  -1.167360016E-14  -8.309766826E-15  1.018701984E-14  -1.196871158E-14  1.160370856E-02  1.276312339E-14  4.710063140E-15  5.802143218E-04  1.457257052E-02  1.457257052E-02  1.459956826E-02  2.103957119E-14  6.108354148E-15  1.872678637E-14  -5.417256506E-15  -1.703813855E-14  -1.657218680E-04  1.686873822E-14  -1.775696076E-15  -5.933138208E-01  2.665626802E-03  2.665626802E-03  1.465106651E+00  2.694361620E-14  -2.039823635E-15  -1.353918929E-14  3.529382532E-03  3.529382532E-03  4.888306781E-01  3.489515045E-14  1.411359539E-14  -1.114735538E-15  1.171524012E-03  1.171524011E-03  1.625014015E-01  3.129458404E-14  2.421168534E-14  -3.681616545E-15
8.511547059E-01  3.363425580E+00  8.644505950E+00  1.501918502E+01  1.723269419E+01  1.355531116E+01  8.277251784E+00  3.416663883E+00  1.446954796E+00  -7.357528039E-15  -1.838700580E-14  1.630407226E-01  9.916160817E-15  -5.721020011E-15  1.066893847E-01  1.378069251E-14  -8.911583586E-15  3.482498270E-02  1.101225103E-14  6.675551843E-15  9.292644170E-03  2.523808459E-15  7.455744879E-15  2.258799631E-03  1.442906125E-14  7.105528662E-15  1.285107954E-02  2.590722896E-01  2.590722896E-01  2.605076140E-01  1.279645241E-14  2.871761316E-15  2.419330639E-14  5.294157917E-14  -3.222730002E-14  -1.350121627E-13  -1.069190422E-13  -1.139827259E-13  8.513579030E-10  3.043913789E-04  1.888290291E-01  5.874167560E-01  3.879597158E-15  -1.894982110E-14  -9.446846505E-13  -3.204056674E-15  -1.041135869E-14  -2.321731453E-07  -2.100039512E-15  -6.356084522E-15  -3.619719692E-02  7.625315137E-15  -3.565599371E-15  -9.024392505E-01  1.704056014E-14  2.795778656E-15  -9.928777143E-01  1.321780296E-15  -4.785166393E-15  -6.326978651E-01  9.649424136E-03  9.649424136E-03  1.779017118E+00  2.361698762E-14  -3.786642716E-15  -1.726965579E-14  1.566093999E-14  -1.210456898E-14  6.105218809E-02  2.565395939E-15  9.101955774E-15  3.746539665E-03  8.057751510E-02  8.057751510E-02  8.103279830E-02  1.930105146E-14  1.177985768E-14  2.376426500E-14  -6.787892575E-15  -1.051629516E-14  -7.158246395E-04  1.398931652E-14  5.616233629E-16  -1.156585542E+00  1.508963690E-02  1.508963690E-02  2.836583080E+00  2.789913769E-14  -2.397476586E-15  -2.071081952E-14  1.985164429E-02  1.985164429E-02  9.545680037E-01  2.920603744E-14  1.434387820E-14  -4.405362726E-15  6.630816522E-03  6.630816522E-03  3.201544960E-01  2.268874139E-14  2.045055638E-14  -4.495370486E-15
3.965887874E-01  1.595293944E+00  4.369763341E+00  8.909183238E+00  1.355531116E+01  1.484706919E+01  1.171197776E+01  5.756854598E+00  2.569139263E+00  -6.020380411E-16  -1.843797182E-14  1.667652411E-01  4.936950343E-15  -3.799891101E-15  2.672143173E-01  1.174605870E-14  -4.364021970E-15  1.479277354E-01  3.808646356E-15  6.541439413E-15  4.893411901E-02  -4.946299671E-15  9.466488752E-15  1.283768135E-02  8.192941494E-15  6.235987211E-15  6.544287883E-02  1.103547826E+00  1.103547826E+00  1.119289674E+00  1.312971894E-14  7.427430324E-15  2.741656234E-14  1.140504757E-13  2.285584890E-13  4.474319839E-13  6.862278087E-13  8.520043170E-10  2.403066485E-06  2.383664339E-03  3.735815431E-01  1.063225565E+00  -1.365980277E-14  -1.541071967E-15  -6.714012303E-10  -8.669622939E-15  7.849544655E-15  -5.614279478E-05  -7.460068307E-15  2.631849892E-16  -1.077696430E-01  2.477322831E-16  -9.254506938E-16  -1.634633061E+00  5.207030186E-15  3.332072781E-15  -1.767227487E+00  -1.800565595E-15  -2.006710949E-15  -1.184648311E+00  5.095121099E-02  5.095121099E-02  3.249207101E+00  2.892263386E-14  4.413299847E-15  -2.241927329E-14  8.033028943E-15  -7.858415088E-15  2.135431023E-01  -3.190346668E-15  1.026455333E-14  2.091138430E-02  3.694405785E-01  3.694405785E-01  3.749774839E-01  1.410666649E-14  3.973908601E-15  2.590258779E-14  -9.248799307E-15  1.019604673E-15  -6.246710255E-03  3.053693331E-15  1.413647483E-15  -2.052328355E+00  7.359309367E-02  7.359309367E-02  4.944712532E+00  2.495261059E-14  8.069514676E-15  -2.232043543E-14  9.516126604E-02  9.516126604E-02  1.700273619E+00  2.493444741E-14  1.244548180E-14  -5.676833513E-15  3.230749560E-02  3.230749560E-02  5.833229282E-01  1.526237197E-14  1.535501853E-14  -5.389212850E-15
1.896688459E-01  7.677958473E-01  2.153200405E+00  4.689636943E+00  8.277251784E+00  1.171197776E+01  1.255299200E+01  8.419315942E+00  4.234843877E+00  -8.295245534E-15  -1.621814464E-14  1.132209775E-01  5.047929765E-15  1.836852656E-15  3.624778439E-01  2.798462094E-15  4.678675077E-15  4.089659846E-01  -7.874065043E-15  1.193027173E-14  2.053446833E-01  -1.128148934E-14  1.192223970E-14  6.424000470E-02  -3.937215161E-15  1.353771873E-14  2.555128031E-01  3.572009265E+00  3.572009265E+00  3.683417443E+00  1.052325216E-14  5.621452898E-15  3.276660559E-14  1.956798419E-06  8.157413205E-06  2.555094063E-05  7.684940420E-05  3.043913801E-04  2.383664340E-03  3.606150333E-02  7.819021501E-01  1.841458700E+00  -2.933678584E-14  2.468854940E-14  -3.633237220E-04  -1.612985978E-14  2.323872280E-14  -1.185935714E-02  -1.375405116E-14  1.000898037E-14  -4.169076600E-01  -9.716356629E-15  8.665648806E-15  -2.800152871E+00  -3.570406316E-15  6.250418862E-15  -2.927611169E+00  -1.028592260E-14  1.011234065E-14  -2.164233881E+00  2.611751105E-01  2.611751105E-01  5.555376982E+00  1.848012134E-14  3.926519988E-15  -2.927757163E-14  3.703312749E-15  1.688362916E-15  4.360001415E-01  -1.094495665E-14  1.357339380E-14  1.002053230E-01  1.404527834E+00  1.404527834E+00  1.453527541E+00  1.168959855E-14  -1.278205104E-15  2.170886554E-14  -1.268296943E-14  1.044376929E-14  -8.867839681E-02  -5.293465856E-15  6.449715677E-15  -3.373828577E+00  3.239244475E-01  3.239244475E-01  7.777779993E+00  1.337788760E-14  8.612428081E-15  -1.688727384E-14  4.023613207E-01  4.023613207E-01  2.827852228E+00  1.875151788E-14  7.869382864E-15  -5.144916928E-15  1.421876556E-01  1.421876556E-01  1.023989599E+00  1.308983406E-14  1.241365111E-14  -7.016491431E-15
6.921628577E-02  2.809795539E-01  7.963490523E-01  1.789144952E+00  3.416663883E+00  5.756854598E+00  8.419315942E+00  9.742697446E+00  6.921084179E+00  4.271638094E-15  -1.285994449E-14  4.906839714E-02  1.109276131E-14  4.590680184E-15  2.532485686E-01  2.686946525E-15  4.579510646E-15  6.559280126E-01  -7.252791920E-15  6.632446415E-15  7.567569579E-01  -1.265593817E-14  1.135763085E-14  3.920052204E-01  -6.562565918E-15  1.015625839E-14  7.909662813E-01  8.889660307E+00  8.889660307E+00  9.475856201E+00  -1.723756313E-15  2.015403523E-15  1.067277723E-14  3.469366749E-03  1.411299242E-02  4.031645792E-02  9.275919442E-02  1.888290292E-01  3.735815433E-01  7.819021504E-01  2.269906910E+00  3.598303126E+00  -2.062379558E-14  1.808740981E-14  -8.025008183E-02  -1.648216143E-14  1.489903530E-14  -4.290051714E-01  -1.091683345E-14  7.205966160E-15  -1.747930917E+00  -1.295130824E-14  1.000769115E-14  -4.608914450E+00  -9.464689044E-15  4.731403209E-15  -4.778000068E+00  -1.284341642E-14  1.006909030E-14  -3.927421722E+00  1.900233797E+00  1.900233797E+00  8.373500697E+00  -2.044942873E-15  -5.667707407E-16  -1.475350544E-14  7.480768882E-15  1.760269350E-15  4.616879768E-01  -1.086883897E-14  8.875601589E-15  5.336509169E-01  5.298148740E+00  5.298148740E+00  5.741324197E+00  -3.549330437E-15  -3.628350307E-15  4.252501111E-15  -1.245245483E-14  8.826273973E-15  -9.361229875E-01  -1.306260224E-14  4.397812370E-15  -5.303974243E+00  1.884718469E+00  1.884718469E+00  1.064365018E+01  -3.506410391E-15  8.354200615E-15  -1.329873577E-15  2.135017019E+00  2.135017019E+00  4.992692456E+00  3.206473514E-15  2.215335840E-15  -3.672748069E-15  8.766003713E-01  8.766003713E-01  2.156289050E+00  4.538692497E-15  6.670411482E-15  -8.277839312E-15
2.839104662E-02  1.153311089E-01  3.277240117E-01  7.420641228E-01  1.446954796E+00  2.569139263E+00  4.234843877E+00  6.921084179E+00  7.356897220E+00  1.138153749E-14  -2.771835479E-15  2.103302989E-02  1.488086169E-14  8.378775263E-15  1.254663960E-01  6.123779624E-15  1.143208172E-15  4.651916411E-01  -2.302277715E-15  7.929521663E-16  9.598867478E-01  -6.119303404E-15  6.911688031E-15  8.634988763E-01  -1.164859552E-15  2.034856143E-15  8.658222832E-01  8.775380503E+00  8.775380503E+00  9.551602952E+00  -7.396669265E-15  -2.172163917E-15  -1.224904510E-16  1.140336623E-02  4.633312786E-02  1.317688020E-01  2.991225275E-01  5.874167563E-01  1.063225565E+00  1.841458701E+00  3.598303127E+00  4.956378911E+00  -5.067078930E-15  1.564393972E-14  -8.420994124E-02  -3.939082714E-15  7.117932007E-15  -4.219316709E-01  -5.926044900E-15  4.385773334E-15  -1.486306877E+00  -6.199387549E-15  3.105293194E-15  -3.650848346E+00  -5.655364619E-15  -4.282482272E-16  -4.660387280E+00  -6.701830484E-15  3.871986784E-15  -3.090007988E+00  4.448438312E+00  4.448438312E+00  7.314998561E+00  -5.567810396E-15  7.044447924E-16  -1.448671012E-15  1.062620475E-14  -3.356758913E-16  2.681547699E-01  -4.909213213E-15  4.376656610E-15  9.884511425E-01  7.885443904E+00  7.885443904E+00  8.785501754E+00  -9.797332517E-15  -2.811868724E-15  -3.146708835E-15  -5.622824464E-15  -2.738046168E-16  -8.577188525E-01  -6.336683039E-15  -5.321508843E-17  -4.686443776E+00  4.576111732E+00  4.576111732E+00  9.135499553E+00  -8.204231530E-15  2.474386767E-15  -2.611553819E-16  5.107139529E+00  5.107139529E+00  6.847881627E+00  -8.643525751E-15  -9.763792057E-17  -7.186901642E-15  2.809274699E+00  2.809274699E+00  3.898503367E+00  -6.386306627E-15  2.072869177E-15  -9.601899992E-15
8.655274500E-15  -1.664360842E-14  -3.480038083E-14  -2.923993072E-14  -7.357528039E-15  -6.020380411E-16  -8.295245534E-15  4.271638094E-15  1.138153749E-14  1.647966867E+01  -5.649229415E-16  -6.051920418E-15  7.978394295E+00  -2.122724805E-14  -3.164774793E-14  2.314347709E+00  -3.254259965E-14  -2.809699053E-14  5.935288747E-01  1.553607895E-14  8.555270926E-15  1.423904267E-01  1.897242330E-14  2.750389014E-14  8.256801429E-01  7.136867442E-15  -2.197406621E-16  1.938351559E-14  1.554541020E-14  2.114243970E-14  -1.382261832E-14  3.047708971E-03  4.474425197E-15  6.333365168E-15  -1.295094374E-14  1.138322037E-14  4.049603770E-14  4.763476195E-14  5.851993844E-14  4.736398106E-14  2.786721916E-14  2.108121160E-14  8.872902413E-13  -1.038279094E-13  -1.955019953E-14  5.919251145E-09  -3.016079232E-14  -4.567481999E-14  2.381869225E-03  4.169338077E-14  -2.786903077E-14  6.399205356E-02  1.793946587E-14  -1.024646840E-14  7.056362827E-02  5.999680134E-15  -3.117423917E-15  4.465835151E-02  2.265343509E-14  -1.067158278E-14  -9.001698534E-15  3.630436595E-14  -3.883595319E-15  -2.058956896E-15  -1.254364009E-01  -2.445114008E-14  4.221714418E+00  -4.210173256E-14  -3.949076734E-14  2.369004325E-01  2.519747895E-14  2.038653914E-14  1.282990724E-14  4.035167646E-14  1.696935077E-14  -4.379683803E-16  9.531383702E-04  2.591078414E-15  3.914808004E-05  2.469033641E-14  -3.095600299E-14  8.223584659E-02  1.115221367E-14  -6.191129127E-15  -1.105460565E-15  6.826823916E-14  1.516124570E-14  7.070014356E-15  -2.013316064E-01  -2.003509680E-14  -1.510565583E-15  5.891789602E-14  1.329221916E-14  6.930410304E-15  -1.335625142E-01  -1.697875027E-14  1.706992718E-14  6.204595115E-14  5.764919989E-16  -1.324233635E-14  -4.466152098E-02  -1.232802017E-14
